id,initial,match,type
4668,ExxonMobil,exxonmobil,ownername
9698,ExxonMobil,exxonmobil,ownername
5261,ExxonMobil,exxonmobil,ownername
5080,Exxon,exxon,ownername
5169,Exxon,exxon,ownername
4956,Exxon,exxon,ownername
4918,Exxon,exxon,ownername
4931,Exxon,exxon,ownername
5033,Exxon,exxon,ownername
5036,Exxon,exxon,ownername
4873,Exxon,exxon,ownername
4882,Exxon,exxon,ownername
4895,Exxon,exxon,ownername
4915,Exxon,exxon,ownername
4900,Exxon,exxon,ownername
4897,Exxon,exxon,ownername
4737,Exxon,exxon,ownername
4751,Exxon,exxon,ownername
4730,Exxon,exxon,ownername
4718,Exxon,exxon,ownername
4714,Exxon,exxon,ownername
4668,Exxon,exxon,ownername
9698,Exxon,exxon,ownername
5261,Exxon,exxon,ownername
9658,Falcondo,falcondo,ownername
4678,Federated Co-operatives Limited,federated co-operatives limited,ownername
4678,Federated Co-operatives Limited,federatedco-operativeslimited,ownername
4678,Federated Co-operatives Limited,federatedco-operatives,ownername
4693,Flint Hills,flint hills,ownername
4693,Flint Hills,flinthills,ownername
4729,Flint Hills,flint hills,ownername
4729,Flint Hills,flinthills,ownername
4654,Foreland Refining,foreland refining,ownername
4654,Foreland Refining,forelandrefining,ownername
5205,Formosa Plastics,formosa plastics,ownername
5205,Formosa Plastics,formosaplastics,ownername
5102,ForteInvest,forteinvest,ownername
16141,Foshan Sanshui Futeng Asphalt,foshan sanshui futeng asphalt,ownername
16087,Foshan Sanshui Haishengda Road Material,foshan sanshui haishengda road material,ownername
5253,Fuji Oil Company,fuji oil company,ownername
5253,Fuji Oil Company,fujioilcompany,ownername
5253,Fuji Oil Company,fujioil,ownername
15961,Gaetano LLC,gaetano llc,ownername
15961,Gaetano LLC,gaetanollc,ownername
4854,Galp Energia,galp energia,ownername
4854,Galp Energia,galpenergia,ownername
4855,Galp Energia,galp energia,ownername
4855,Galp Energia,galpenergia,ownername
16133,Gaoqing Hongyuan Petrochemical,gaoqing hongyuan petrochemical,ownername
16133,Gaoqing Hongyuan Petrochemical,gaoqinghongyuanpetrochemical,ownername
16133,Gaoqing Hongyuan Petrochemical,gaoqinghongyuan,ownername
5062,Gazprom,gazprom,ownername
5117,Gazprom,gazprom,ownername
5120,Gazprom,gazprom,ownername
5093,Gazprom,gazprom,ownername
5032,Gazprom,gazprom,ownername
4977,Gazprom,gazprom,ownername
4978,Gazprom,gazprom,ownername
15967,Gazprom,gazprom,ownername
9613,Ghazanfar Group,ghazanfar group,ownername
9613,Ghazanfar Group,ghazanfargroup,ownername
9633,Gibson Energy,gibson energy,ownername
9633,Gibson Energy,gibsonenergy,ownername
4969,Glencore,glencore,ownername
9710,Goodway Refining,goodway refining,ownername
9710,Goodway Refining,goodwayrefining,ownername
9616,Government of Albania,government of albania,ownername
9616,Government of Albania,governmentofalbania,ownername
9616,Government of Albania,governmentof,ownername
5010,Government of Sudan,government of sudan,ownername
5010,Government of Sudan,governmentofsudan,ownername
5010,Government of Sudan,governmentof,ownername
16004,Greenergy International,greenergy international,ownername
16004,Greenergy International,greenergyinternational,ownername
4643,Greka Energy,greka energy,ownername
4643,Greka Energy,grekaenergy,ownername
4971,Grupa Lotos,grupa lotos,ownername
4971,Grupa Lotos,grupalotos,ownername
5227,GS Caltex,gs caltex,ownername
5227,GS Caltex,gscaltex,ownername
5212,Guan Sheng Group ,guan sheng group,ownername
5212,Guan Sheng Group ,guanshenggroup,ownername
5212,Guan Sheng Group ,guansheng,ownername
16049,Guangdong Tianyi Group,guangdong tianyi group,ownername
16049,Guangdong Tianyi Group,guangdongtianyigroup,ownername
16049,Guangdong Tianyi Group,guangdongtianyi,ownername
16071,Guangzhou Huahong Oil,guangzhou huahong oil,ownername
16071,Guangzhou Huahong Oil,guangzhouhuahongoil,ownername
16071,Guangzhou Huahong Oil,guangzhouhuahong,ownername
15984,Guangzhou Jiasheng Asphalt,guangzhou jiasheng asphalt,ownername
15984,Guangzhou Jiasheng Asphalt,guangzhoujiashengasphalt,ownername
15984,Guangzhou Jiasheng Asphalt,guangzhoujiasheng,ownername
16062,Gulf Petrochemical Industries Company,gulf petrochemical industries company,ownername
4935,Gunvor,gunvor,ownername
4893,Gunvor,gunvor,ownername
4928,H & R Group,h & r group,ownername
16101,H & R Group,h & r group,ownername
16069,Haike Chemical Group,haike chemical group,ownername
16069,Haike Chemical Group,haikechemicalgroup,ownername
16069,Haike Chemical Group,haikechemical,ownername
16075,Hangzhou Xinya Petrochemical,hangzhou xinya petrochemical,ownername
16075,Hangzhou Xinya Petrochemical,hangzhouxinyapetrochemical,ownername
16075,Hangzhou Xinya Petrochemical,hangzhouxinya,ownername
5230,Hanjin,hanjin,ownername
16005,Hanwha,hanwha,ownername
16117,HBOil,hboil,ownername
16100,HCS Group,hcs group,ownername
16100,HCS Group,hcsgroup,ownername
16161,Hebei Dagang PetroChemical,hebei dagang petrochemical,ownername
16161,Hebei Dagang PetroChemical,hebeidagangpetrochemical,ownername
16161,Hebei Dagang PetroChemical,hebeidagang,ownername
16130,Hebei Jinrui Petroleum & Chemical,hebei jinrui petroleum & chemical,ownername
16092,Hebei Refinery Huayou Paraffin,hebei refinery huayou paraffin,ownername
16113,Hebei Refinery Huayu Bitumen Products,hebei refinery huayu bitumen products,ownername
